Title,Origin/Ethnicity,Director,Cast,Genre,Keywords,Year Binned
Mission: Impossible 2,American,John Woo,"Tom Cruise, Dougray Scott, Thandie Newton, Ving Rhames, Richard Roxburgh, Brendan Gleeson",action,"['ambrose', 'ethan', 'virus', 'sample', 'luther', 'sydney', 'cure', 'hour', '20', 'samples', 'team', 'injects', 'stock', 'learn', 'billy']",2000s
My Dog Skip,American,Jay Russell,"Frankie Muniz, Diane Lane, Luke Wilson, Kevin Bacon",family,"['willie', 'skip', 'junior', 'dog', 'graveyard', 'ball', 'buried', 'war', 'jenkins', 'helmet', 'boys', 'game', 'german', 'friends', 'explaining']",2000s
My 5 Wives,American,Sidney J. Furie,"Rodney Dangerfield, Jerry Stiller, Molly Shannon",comedy,"['monte', 'gates', 'wives', 'land', 'utah', 'resort', 'ski', 'don', 'women', 'site', 'town', 'banker', 'sought', 'burial', 'ladies']",2000s
 The Next Best Thing,American,John Schlesinger,"Rupert Everett, Madonna, Benjamin Bratt",comedy,"['robert', 'straight', 'gay', 'sam', 'custody', 'man', 'ensues', 'battle', 'little', 'decide', 'boy', 'best', 'child', 'woman', 'wants']",2000s
Next Friday,American,Steve Carr,"Ice Cube, Mike Epps, Don Curry",comedy,"['craig', 'joker', 'day', 'tyrone', 'willie', 'brothers', 'karla', 'store', 'chico', 'baby', 'record', 'pinky', 'entrance', 'jail', 'uncle']",2000s
Nothin' 2 Lose,American,Barry Bowles,Brian Hooks,comedy,"['ultimatum', 'girlfriends', 'worst', 'carefree', 'married', 'positive', 'tired', 'producer', 'freedom', 'choose', 'lifestyle', '30', 'promising', 'keeping', 'sure']",2000s
Nutty Professor II: The Klumps,American,Peter Segal,"Eddie Murphy, Janet Jackson, Larry Miller, Wanda Sykes",comedy,"['sherman', 'buddy', 'denise', 'genetic', 'formula', 'material', 'dean', 'dna', 'glowing', 'jason', 'brain', 'ball', 'youth', 'tennis', 'fountain']",2000s
Nurse Betty,American,Neil LaBute,"Morgan Freeman, Renée Zellweger, Chris Rock, Greg Kinnear",comedy,"['betty', 'wesley', 'george', 'rosa', 'hitmen', 'soap', 'charlie', 'opera', 'drugs', 'character', 'nurse', 'del', 'rome', 'husband', 'surgeon']",2000s
" O Brother, Where Art Thou?",American,Joel and Ethan Coen,"George Clooney, Tim Blake Nelson, John Turturro, Holly Hunter, John Goodman, Charles Durning",comedy,"['everett', 'pete', 'tommy', 'ring', 'trio', 'treasure', 'group', 'penny', 'wash', 'dan', 'women', 'flooded', 'candidate', 'barn', 'valley']",2000s
The Opportunists,American,Myles Connell,"Christopher Walken, Vera Farmiga, Cyndi Lauper",crime drama,"['vic', 'cousin', 'robbery', 'cash', 'vault', 'auto', 'scheme', 'bag', 'irish', 'bar', 'mechanic', 'owner', 'neighborhood', 'girlfriend', 'service']",2000s
Our Song,American,Jim McKay,"Kerry Washington, Melissa Martinez",drama,"['girls', 'different', 'daily', 'martinez', 'bakery', 'kerry', 'heights', 'codes', 'conductor', 'instruments', 'robinson', 'makeup', 'melissa', 'high', 'marie']",2000s
 Panic,American,Henry Bromell,"William H. Macy, Neve Campbell, Donald Sutherland",crime drama,"['sarah', 'alex', 'attracted', 'hit', 'brushes', 'eyed', 'campbell', 'sessions', 'therapist', 'father', '23', 'stopping', 'quick', 'prompting', 'assignment']",2000s
Passion of Mind,American,Alain Berliner,"Demi Moore, Stellan Skarsgård",drama,"['marty', 'marie', 'william', 'aaron', 'dreams', 'life', 'moore', 'literary', 'illusion', 'tell', 'real', 'therapist', 'imagination', 'react', 'powered']",2000s
The Patriot,American,Roland Emmerich,"Mel Gibson, Heath Ledger, Joely Richardson, Jason Isaacs, Chris Cooper, Tom Wilkinson",war,"['benjamin', 'gabriel', 'militia', 'british', 'french', 'army', 'fort', 'burned', 'colonel', 'american', 'battle', 'sons', 'regiment', 'soldiers', 'wilderness']",2000s
Pay It Forward,American,Mimi Leder,"Haley Joel Osment, Helen Hunt, Kevin Spacey, James Caviezel, Angie Dickinson, Jon Bon Jovi",drama,"['trevor', 'eugene', 'forward', 'favor', 'jerry', 'ricky', 'pay', 'chris', 'bullies', 'pays', 'project', 'good', 'deeds', 'marks', 'grace']",2000s
The Perfect Storm,American,Wolfgang Petersen,"George Clooney, Mark Wahlberg, Diane Lane, Mary Elizabeth Mastrantonio, John C. Reilly, Karen Allen",adventure,"['gail', 'andrea', 'crew', 'fishing', 'billy', 'storm', 'guard', 'captain', 'ship', 'linda', 'sail', 'vessel', 'wave', 'bobby', 'helicopter']",2000s
Picking Up the Pieces,American,Alfonso Aráu,"Woody Allen, Sharon Stone, David Schwimmer",comedy,"['hand', 'candy', 'sharon', 'woody', 'flock', 'butcher', 'unfaithful', 'crippled', 'allen', 'proclaims', 'body', 'buries', 'heal', 'picking', 'trips']",2000s
Pitch Black,American,David Twohy,"Vin Diesel, Keith David, Cole Hauser",science fiction,"['riddick', 'johns', 'creatures', 'ship', 'jack', 'planet', 'cells', 'group', 'cave', 'owens', 'pilot', 'predators', 'power', 'eclipse', 'light']",2000s
Pollock,American,Ed Harris,"Ed Harris, Marcia Gay Harden, Jennifer Connelly",biography,"['lee', 'art', 'peggy', 'exhibit', 'ruth', 'jackson', 'painting', 'edith', 'hans', 'drinking', 'drunk', 'howard', 'subsequent', 'artist', 'living']",2000s
Poor White Trash,American,Michael Addis,"Sean Young, William Devane",comedy,"['mike', 'lenny', 'boys', 'linda', 'trailer', 'nursing', 'lake', 'sandy', 'ron', 'bigger', 'worst', 'southern', 'brian', 'sense', 'growing']",2000s
Price of Glory,American,Carlos Ávila,Jimmy Smits,drama,"['boxing', 'sonny', 'sons', 'professional', 'ring', 'manager', 'rail', 'competitor', 'conviction', 'talents', 'aspirations', 'proved', 'washed', 'displays', 'competing']",2000s
Prince of Central Park,American,John Leekley,"Kathleen Turner, Danny Aiello, Harvey Keitel",family,"['lot', 'harvey', 'electronic', 'frankie', 'guardian', 'foster', 'abusive', 'central', '12', 'placed', 'mother', 'park', 'york', 'care', 'person']",2000s
Proof of Life,American,Taylor Hackford,"Russell Crowe, Meg Ryan, David Morse",drama,"['alice', 'peter', 'hostage', 'camp', 'ransom', 'government', 'dino', 'negotiate', 'contact', 'jungle', 'oil', 'afford', 'payment', 'kidnapping', 'assigned']",2000s
Psycho Beach Party,American,Robert Lee King,"Thomas Gibson, Lauren Ambrose, Charles Busch",comedy,"['yo', 'lars', 'ambrose', 'surfer', 'florence', 'davies', 'gibson', 'barnes', 'wheeler', 'stark', 'bee', 'investigated', 'adams', 'lauren', 'beth']",2000s
 Quills,American,Philip Kaufman,"Geoffrey Rush, Kate Winslet, Joaquin Phoenix, Michael Caine","drama, biography","['marquis', 'abbé', 'madeleine', 'asylum', 'justine', 'dr', 'write', 'charlotte', 'inmates', 'emperor', 'quill', 'prompting', 'tour', 'simone', 'cell']",2000s
 Ready to Rumble,American,Brian Robbins,"David Arquette, Oliver Platt, Scott Caan",comedy,"['gordie', 'king', 'sean', 'jimmy', 'wrestling', 'fans', 'sasha', 'sinclair', 'cage', 'match', 'champion', 'sal', 'knocked', 'boys', 'partner']",2000s
Red Planet,American,Antony Hoffman,"Val Kilmer, Carrie-Anne Moss, Tom Sizemore",science fiction,"['mars', 'oxygen', 'probe', 'sample', 'orbit', 'earth', 'atmosphere', 'crew', 'damaged', 'power', 'tells', 'corpse', 'radio', 'producing', 'wounded']",2000s
Reindeer Games,American,John Frankenheimer,"Ben Affleck, Gary Sinise, Charlize Theron",crime drama,"['rudy', 'ashley', 'nick', 'gabriel', 'casino', 'manager', 'robbery', 'cliff', 'prison', 'safe', 'robbers', 'tie', 'gang', 'christmas', 'hot']",2000s
Remember the Titans,American,Boaz Yakin,"Denzel Washington, Will Patton",drama,"['titans', 'team', 'game', 'racial', '1971', 'coach', 'board', 'chairman', 'school', 'white', 'players', 'fame', 'gerry', 'football', 'black']",2000s
The Replacements,American,Howard Deutch,"Keanu Reeves, Gene Hackman, Brooke Langton",comedy,"['annabelle', 'players', 'game', 'neil', 'replacement', 'team', 'winning', 'field', 'dallas', 'stadium', 'season', 'tells', 'football', 'ball', 'strike']",2000s
Requiem for a Dream,American,Darren Aronofsky,"Ellen Burstyn, Jared Leto, Jennifer Connelly, Marlon Wayans",drama,"['tyrone', 'harry', 'marion', 'sara', 'heroin', 'television', 'drug', 'weight', 'sex', 'physician', 'pimp', 'increases', 'therapy', 'score', 'extra']",2000s
Return to Me,American,Bonnie Hunt,"Minnie Driver, David Duchovny, Carroll O'Connor",romance,"['grace', 'bob', 'megan', 'elizabeth', 'heart', 'marty', 'letter', 'date', 'italy', 'chicago', 'charlie', 'dancing', 'dating', 'house', 'david']",2000s
The Road to El Dorado,American,"Bibo Bergeron, Will Finn","Kevin Kline, Kenneth Branagh, Rosie Perez",animation,"['miguel', 'boat', 'gods', 'city', 'el', 'entrance', 'statue', 'gifts', 'gold', 'guards', 'waterfall', 'map', 'citizens', 'ritual', 'ball']",2000s
Road Trip,American,Todd Phillips,"Breckin Meyer, Seann William Scott, Tom Green, DJ Qualls, Amy Smart",comedy,"['josh', 'tiffany', 'kyle', 'beth', 'jacob', 'barry', 'tape', 'austin', 'mitch', 'earl', 'school', 'car', 'philosophy', 'card', 'professor']",2000s
Romeo Must Die,American,Andrzej Bartkowiak,"Jet Li, Aaliyah, Delroy Lindo",action,"['han', 'po', 'trish', 'ch', 'mac', 'kai', 'properties', 'colin', 'chinese', 'silk', 'crime', 'businesses', 'sell', 'list', 'sing']",2000s
Rugrats in Paris: The Movie,American,"Stig Berggvist, Paul Demeyer","Elizabeth Daily, Tara Strong, Cheryl Chase",animation,"['coco', 'angelica', 'kira', 'claude', 'spike', 'wedding', 'jean', 'stu', 'princess', 'babies', 'robot', 'paris', 'mother', 'limo', 'president']",2000s
Rules of Engagement,American,William Friedkin,"Tommy Lee Jones, Samuel L. Jackson, Guy Pearce",war,"['crowd', 'marine', 'marines', 'colonel', 'ambassador', 'tape', 'corps', 'officer', 'evidence', 'testify', 'cao', 'american', 'trial', 'vietnamese', 'lee']",2000s
 The Scarecrow,American,Richard Rich,"Shawn Hoffman, Belinda Montgomery, Ray Porter, Corey Feldman","animation, fantasy","['polly', 'witch', 'dance', 'silver', 'thugs', 'town', 'max', 'contest', 'magic', 'woody', 'audience', 'carriage', 'children', 'count', 'orphans']",2000s
Scary Movie,American,Keenen Ivory Wayans,"Marlon Wayans, Anna Faris, Carmen Electra",comedy,"['cindy', 'bobby', 'brenda', 'ray', 'drew', 'gail', 'pageant', 'greg', 'stabs', 'killer', 'breast', 'tips', 'receives', 'victory', 'police']",2000s
Scream 3,American,Wes Craven,"David Arquette, Neve Campbell, Courteney Cox, Patrick Dempsey, Scott Foley, Emily Mortimer",horror,"['sidney', 'gale', 'dewey', 'roman', 'stab', 'murders', 'cotton', 'jennifer', 'killer', 'hollywood', 'film', 'maureen', 'tyson', 'angelina', 'vest']",2000s
Screwed,American,Scott Alexander and Larry Karaszewski,"Norm Macdonald, Dave Chappelle, Danny DeVito",comedy,"['willard', 'rusty', 'grover', 'ransom', 'chip', 'mrs', 'police', 'briefcase', 'money', 'dog', 'chicken', 'plan', 'claims', 'scheme', 'paying']",2000s
Seventeen Again,American,Jeffrey W. Byrd,"Tamera Mowry, Tia Mowry, Maia Campbell",comedy,"['cat', 'gene', 'ashley', 'willie', 'sydney', 'soap', 'antidote', 'formula', 'experience', 'dance', 'grandparents', 'old', 'aging', 'experiments', 'lab']",2000s
Sexy Beast,American,Jonathan Glazer,"Ray Winstone, Ben Kingsley, Ian McShane, Amanda Redman, James Fox",crime drama,"['logan', 'rabbit', 'vault', 'jackie', 'harry', 'pool', 'demonic', 'don', 'villa', 'airport', 'crew', 'spain', 'aggressive', 'swimming', 'responds']",2000s
Shadow of the Vampire,American,E. Elias Merhige,"John Malkovich, Willem Dafoe",drama,"['greta', 'vampire', 'dracula', 'filming', 'inn', 'blood', 'actor', 'crew', 'castle', 'german', 'scenes', 'landlady', 'team', 'sunlight', 'film']",2000s
Shaft,American,John Singleton,"Samuel L. Jackson, Vanessa Williams, Jeffrey Wright, Richard Roundtree, Christian Bale",action,"['shaft', 'wade', 'diane', 'carmen', 'trey', 'detective', 'howard', 'bail', 'shootout', 'abusive', 'trial', 'murder', 'followed', 'arrives', 'john']",2000s
Shanghai Noon,American,Tom Dey,"Jackie Chan, Owen Wilson, Lucy Liu",comedy,"['wang', 'roy', 'pei', 'fong', 'lo', 'guards', 'princess', 'imperial', 'wallace', 'chinese', 'carson', 'gang', 'falling', 'china', 'van']",2000s
Shriek If You Know What I Did Last Friday the Thirteenth,American,John Blanchard,"Tiffani-Amber Thiessen, Tom Arnold, Majandra Delfino",comedy,"['dawson', 'killer', 'barbara', 'group', 'hardy', 'chased', 'accidentally', 'murders', 'deer', 'virginity', 'progresses', 'mask', 'murder', 'suffers', 'school']",2000s
The Skulls,American,Rob Cohen,"Joshua Jackson, Paul Walker",thriller,"['luke', 'caleb', 'chloe', 'skull', 'room', 'duel', 'father', 'war', 'secret', 'alleged', 'senator', 'vote', 'tapes', 'ritual', 'rule']",2000s
Small Time Crooks,American,Woody Allen,"Woody Allen, Hugh Grant, Tracey Ullman",comedy,"['ray', 'david', 'necklace', 'duplicate', 'valuable', 'cultural', 'culture', 'stole', 'party', 'art', 'selling', 'restaurant', 'woody', 'gets', 'enables']",2000s
The Smokers,American,Kat Slater,"Dominique Swain, Busy Philipps, Keri Lynn Pratt, Nicholas M. Loeb, Oliver Hudson",drama,"['karen', 'lisa', 'girls', 'boyfriend', 'tables', 'backfires', 'depicted', 'naive', 'rebellious', 'score', 'tragic', 'boarding', 'pistol', 'sisters', 'assault']",2000s
Snatch,American,Guy Ritchie,"Benicio del Toro, Jason Statham, Brad Pitt, Stephen Graham, Dennis Farina",crime,"['turkish', 'brick', 'mickey', 'franky', 'diamond', 'boris', 'sol', 'tyrone', 'avi', 'tony', 'tommy', 'caravan', 'doug', 'george', 'round']",2000s
Snow Day,American,Chris Koch,"Chevy Chase, Chris Elliott, Mark Webber",comedy,"['natalie', 'chad', 'hal', 'randy', 'lane', 'claire', 'laura', 'snow', 'streets', 'tom', 'school', 'chet', 'jade', 'weaver', 'leonard']",2000s
Songcatcher,American,Maggie Greenwald,"Janet McTeer, Aidan Quinn",drama,"['lily', 'eleanor', 'mountain', 'recordings', 'talented', 'songs', 'people', 'tom', 'professor', 'school', 'music', 'share', 'affair', 'aidan', 'cyrus']",2000s
Space Cowboys,American,Clint Eastwood,"Clint Eastwood, Tommy Lee Jones, Donald Sutherland, James Garner, Marcia Gay Harden, James Cromwell, Loren Dean, Courtney B. Vance, William Devane",drama,"['satellite', 'frank', 'hawk', 'shuttle', 'orbit', 'bob', 'jerry', 'space', 'tank', 'ethan', 'nasa', 'missiles', 'launch', 'moon', 'earth']",2000s
The Specials,American,Craig Mazin,"Thomas Haden Church, Rob Lowe, Jamie Kennedy",comedy,"['team', 'ms', 'superhero', 'popularity', 'teams', 'alien', 'villains', 'great', 'group', 'heroes', 've', 'exit', 'deadly', 'members', 'girl']",2000s
Supernova,American,Walter Hill,"James Spader, Angela Bassett",science fiction,"['karl', 'ship', 'nick', 'artifact', 'jump', 'pod', 'computer', 'titan', 'giant', 'blue', 'mining', 'rescue', 'reaction', 'medical', 'crew']",2000s
 The Tao of Steve,American,Jenniphr Goodman,Donal Logue,comedy,"['dex', 'syd', 'steve', 'tao', 'mcqueen', 'immune', 'austin', 'effective', 'seducing', 'hawaii', 'overweight', 'outlook', 'forgot', 'camping', 'charms']",2000s
Terror Tract,American,Lance W. Dreesen,"John Ritter, David DeLuise, Allison Smith","comedy, horror","['monkey', 'granny', 'starring', 'ron', 'daughter', 'killer', 'bobo', 'estate', 'neck', 'doyle', 'therapist', 'body', 'agent', 'visions', 'car']",2000s
Things You Can Tell Just by Looking at Her,American,Rodrigo García,"Glenn Close, Cameron Diaz, Calista Flockhart, Kathy Baker, Amy Brenneman",romance,"['kathy', 'carol', 'christine', 'dr', 'rose', 'rebecca', 'stories', 'walking', 'male', 'loneliness', 'walter', 'possibly', 'looking', 'fourth', 'shopping']",2000s
Thirteen Days,American,Roger Donaldson,"Kevin Costner, Bruce Greenwood, Dylan Baker, Steven Culp, Len Cariou, Kevin Conway",drama,"['kennedy', 'cuba', 'missiles', 'soviet', 'soviets', 'war', 'remove', 'president', 'invade', 'missile', 'invasion', 'nuclear', 'turkey', 'administration', 'weapons']",2000s
Thomas & the Magic Railroad,American,Britt Allcroft,"Alec Baldwin, Peter Fonda, Mara Wilson",family,"['burnett', 'thomas', 'lily', 'conductor', '10', 'railroad', 'steam', 'lady', 'junior', 'coal', 'magic', 'mr', 'engines', 'mountain', 'mutt']",2000s
Tigerland,American,Joel Schumacher,"Colin Farrell, Matthew Davis, Clifton Collins, Jr.",war,"['paxton', 'wilson', 'squad', 'vietnam', 'platoon', 'soldier', 'exercise', 'blank', 'journal', 'commanding', 'army', 'roland', 'war', 'bus', 'ammunition']",2000s
The Tigger Movie,American,Jun Falkenstein,"Jim Cummings, Nikita Hopkins, John Fiedler",animation,"['tigger', 'roo', 'family', 'rabbit', 'owl', 'letter', 'tree', 'friends', 'loop', 'locket', 'alley', 'robin', 'christopher', 'winter', 'yo']",2000s
Timecode,American,Mike Figgis,"Salma Hayek, Stellan Skarsgård, Holly Hunter",drama,"['rose', 'alex', 'film', 'office', 'brooks', 'limousine', 'holly', 'parked', 'lauren', 'noted', 'purse', 'pitch', 'therapist', 'kyle', 'emma']",2000s
Titan A.E.,American,"Don Bluth, Gary Goldman","Matt Damon, Nathan Lane",animation,"['cale', 'titan', 'planet', 'tucker', 'species', 'map', 'earth', 'energy', 'alien', 'salvage', 'bangkok', 'crew', 'human', 'ship', 'spaceship']",2000s
Traffic,American,Steven Soderbergh,"Michael Douglas, Don Cheadle, Benicio del Toro, Dennis Quaid, Catherine Zeta-Jones",crime drama,"['javier', 'robert', 'drug', 'cartel', 'gordon', 'caroline', 'dea', 'drugs', 'seth', 'helena', 'brothers', 'barbara', 'mexican', 'mexico', 'war']",2000s
Tripfall,American,Serge Rodnunsky,"Eric Roberts, John Ritter, Rachel Hunter",thriller,"['franklin', 'holidays', 'ross', 'williams', 'dollars', 'eddie', 'california', 'tom', 'million', 'family', 'kidnapped', 'want', 'girlfriend', 'make', '14']",2000s
 U-571,American,Jonathan Mostow,"Matthew McConaughey, Harvey Keitel, Jon Bon Jovi",action,"['submarine', 'tyler', 'crew', 'german', 'trigger', 'tube', 'sink', 'boat', 'damaged', 'charges', 'orders', 'engines', 'dives', 'deck', 'air']",2000s
Unbreakable,American,M. Night Shyamalan,"Bruce Willis, Samuel L. Jackson, Robin Wright Penn",thriller,"['david', 'audrey', 'janitor', 'comic', 'philadelphia', 'joseph', 'accident', 'book', 'extreme', 'train', 'football', 'children', 'deaths', 'victims', 'art']",2000s
Under Suspicion,American,Stephen Hopkins,"Gene Hackman, Morgan Freeman, Monica Bellucci",crime drama,"['henry', 'camille', 'owens', 'murders', 'photographs', 'questioned', 'station', 'pressure', 'police', 'speech', 'husband', 'says', 'saw', 'murdered', 'young']",2000s
Up at the Villa,American,Philip Haas,"Kristin Scott Thomas, Sean Penn",drama,"['rowley', 'mary', 'edgar', 'princess', 'sir', 'karl', 'italy', 'documents', 'florence', 'gun', 'villa', 'scandal', 'sympathy', 'arrives', 'surprised']",2000s
Urban Legends: Final Cut,American,John Ottman,"Jennifer Morrison, Matthew Davis, Hart Bochner,",horror,"['amy', 'travis', 'toby', 'film', 'reese', 'solomon', 'campus', 'killer', 'vanessa', 'tower', 'trevor', 'sandra', 'peers', 'graham', 'attacked']",2000s
 Vertical Limit,American,Martin Campbell,"Chris O'Donnell, Bill Paxton, Robin Tunney",thriller,"['vaughn', 'annie', 'peter', 'monique', 'dex', 'cyril', 'base', 'camp', 'climb', 'skip', 'malcolm', 'mountain', 'expedition', 'royce', 'rope']",2000s
The Visit,American,Jordan Walker-Pearlman,"Hill Harper, Billy Dee Williams, Rae Dawn Chong",drama,"['alex', 'harper', 'waters', 'serving', 'sentence', 'hill', 'rape', 'emotional', 'commit', 'didn', 'dying', 'prison', 'girlfriend', 'try', 'says']",2000s
